project_name,project_slug,category_sort,category_name,selection_type,option_sort,option_name,option_description,price_min,price_max,active,category_condition_category_slug,category_condition_option_slugs,category_condition_match,option_condition_category_slug,option_condition_option_slugs,option_condition_match
Garage Conversions,garage-conversions,2,Use Type,single,3,ADU Preparation,Future ADU layout,18500,28500,1,,,,,,
Garage Conversions,garage-conversions,3,Sleeping Room Egress,single,1,Existing Code-Compliant Egress,Existing safe exit,0,0,1,use-type,bedroom-space|adu-preparation,any,,,
Garage Conversions,garage-conversions,3,Sleeping Room Egress,single,2,Add Egress Window or Exterior Door,New code-compliant exit,2500,6000,1,use-type,bedroom-space|adu-preparation,any,,,
Garage Conversions,garage-conversions,4,Core Work,single,1,Basic Conversion,Insulate finish,0,4000,1,,,,,,
Garage Conversions,garage-conversions,4,Core Work,single,2,Standard Conversion,Better finish,4000,10000,1,,,,,,
Garage Conversions,garage-conversions,4,Core Work,single,3,Full Conversion,More systems,10000,21500,1,,,,,,
Garage Conversions,garage-conversions,5,Optional Add Ons,multiple,1,Bathroom,Add full bathroom,12000,26500,1,,,,use-type,bedroom-space|adu-preparation,any
Garage Conversions,garage-conversions,5,Optional Add Ons,multiple,2,Kitchenette,Compact cooking area,7000,13000,1,,,,use-type,adu-preparation,any
Garage Conversions,garage-conversions,5,Optional Add Ons,multiple,3,Additional Window,More light and ventilation,1200,3500,1,,,,,,
Garage Conversions,garage-conversions,5,Optional Add Ons,multiple,4,Dedicated Heating and Cooling,Mini split or system extension,3000,7500,1,,,,,,
Gutters,gutters,1,Gutter Project,single,1,Gutter Cleaning,Clean gutters,100,300,1,,,,,,
Gutters,gutters,1,Gutter Project,single,2,Gutter Repair,Fix sections,250,850,1,,,,,,
Gutters,gutters,1,Gutter Project,single,3,New Gutters,Replace all,800,1250,1,,,,,,
Gutters,gutters,2,Home Size,single,1,Small Home,Less roofline,0,600,1,gutter-project,gutter-cleaning|new-gutters,any,,,
Gutters,gutters,2,Home Size,single,2,Standard Home,Typical roofline,500,1250,1,gutter-project,gutter-cleaning|new-gutters,any,,,
Gutters,gutters,2,Home Size,single,3,Large Home,More roofline,1000,2500,1,gutter-project,gutter-cleaning|new-gutters,any,,,
Gutters,gutters,3,Gutter Type,single,1,Aluminum Gutters,Standard gutters,0,500,1,gutter-project,new-gutters,any,,,
Gutters,gutters,3,Gutter Type,single,2,Seamless Gutters,Better fit,400,1000,1,gutter-project,new-gutters,any,,,
Gutters,gutters,3,Gutter Type,single,3,Copper Gutters,Premium metal,2200,6750,1,gutter-project,new-gutters,any,,,
Gutters,gutters,4,Optional Add Ons,multiple,1,Gutter Guards,Leaf guards,400,1800,1,,,,gutter-project,gutter-cleaning|new-gutters,any
Gutters,gutters,4,Optional Add Ons,multiple,2,Downspouts,New downspouts,200,700,1,,,,gutter-project,gutter-repair|new-gutters,any
Gutters,gutters,4,Optional Add Ons,multiple,3,Fascia Repair,Wood repair,400,1800,1,,,,gutter-project,gutter-repair|new-gutters,any
Gutters,gutters,4,Optional Add Ons,multiple,4,Minor Gutter Sealing,Seal small leaks and joints,200,700,1,,,,gutter-project,gutter-cleaning|gutter-repair,any
Handyman,handyman,1,Project Size,single,1,One Small Task,One quick repair or installation,120,300,1,,,,,,
Handyman,handyman,1,Project Size,single,2,Half-Day Project,Several small household tasks,350,600,1,,,,,,
Handyman,handyman,1,Project Size,single,3,Full-Day Project,A larger list of tasks,650,1150,1,,,,,,
Handyman,handyman,2,Work Type,single,1,Home Repairs,Repair damaged household items,0,0,1,,,,,,
Handyman,handyman,2,Work Type,single,2,Installation and Mounting,Install or mount household items,100,350,1,,,,,,
Handyman,handyman,2,Work Type,single,3,Mixed Punch List,Complete several different tasks,200,600,1,,,,,,
Handyman,handyman,3,Optional Add Ons,multiple,1,Contractor-Supplied Materials,Common hardware and small materials,50,300,1,,,,work-type,home-repairs|installation-and-mounting|mixed-punch-list,any
Handyman,handyman,3,Optional Add Ons,multiple,2,Wall Patching and Touch-Up,Patch small wall damage,150,600,1,,,,work-type,home-repairs|mixed-punch-list,any
Handyman,handyman,3,Optional Add Ons,multiple,3,Door and Hardware Repair,Adjust or repair a door,150,700,1,,,,work-type,home-repairs|mixed-punch-list,any
Handyman,handyman,3,Optional Add Ons,multiple,4,TV or Artwork Mounting,Securely mount wall items,150,500,1,,,,work-type,installation-and-mounting,any
Handyman,handyman,3,Optional Add Ons,multiple,5,Shelf or Fixture Installation,Install shelves or household fixtures,150,700,1,,,,work-type,installation-and-mounting|mixed-punch-list,any
Handyman,handyman,3,Optional Add Ons,multiple,6,Haul-Away and Cleanup,Remove small project debris,100,400,1,,,,work-type,home-repairs|installation-and-mounting,any
Home Addition,home-addition,1,Addition Size,single,1,Small Addition,Under 250 sf,35000,65000,1,,,,,,
Home Addition,home-addition,1,Addition Size,single,2,Medium Addition,250-500 sf,55000,95000,1,,,,,,
Home Addition,home-addition,1,Addition Size,single,3,Large Addition,500+ sf,90000,155000,1,,,,,,
Home Addition,home-addition,2,Addition Type,single,1,Bedroom or Office Addition,New bedroom or work space,0,8000,1,,,,,,
Home Addition,home-addition,2,Addition Type,single,2,Living Area Addition,Family room or expanded living,5000,15000,1,,,,,,
Home Addition,home-addition,2,Addition Type,single,3,Primary Suite Addition,Bedroom and bathroom suite,10000,25000,1,,,,,,
Home Addition,home-addition,2,Addition Type,single,4,Second-Story Addition,Build a new upper level,30000,55000,1,,,,,,
Home Addition,home-addition,3,Build Level,single,1,Basic Build,Simple finish,0,8000,1,,,,,,
Home Addition,home-addition,3,Build Level,single,2,Standard Build,Better finish,8000,20000,1,,,,,,
Home Addition,home-addition,3,Build Level,single,3,Upgraded Build,Nicer details,25000,42500,1,,,,,,
Home Addition,home-addition,4,Bathroom,single,1,No New Bathroom,Keep the addition bathroom-free,0,0,1,,,,addition-type,bedroom-or-office-addition|living-area-addition|second-story-addition,any
Home Addition,home-addition,4,Bathroom,single,2,Half Bathroom,Add toilet and sink,8000,18000,1,,,,addition-type,bedroom-or-office-addition|living-area-addition|second-story-addition,any
Home Addition,home-addition,4,Bathroom,single,3,Full Bathroom,Add a complete bathroom,18000,32000,1,,,,addition-type,bedroom-or-office-addition|primary-suite-addition|second-story-addition,any
Home Addition,home-addition,4,Bathroom,single,4,Primary Bathroom,Add a larger upgraded bathroom,30000,50000,1,,,,addition-type,primary-suite-addition|second-story-addition,any
Home Addition,home-addition,5,Kitchen,single,1,No Kitchen,No kitchen work,0,0,1,addition-type,living-area-addition|second-story-addition,any,addition-type,living-area-addition|second-story-addition,any
Home Addition,home-addition,5,Kitchen,single,2,Extend Existing Kitchen,Expand the current kitchen,10000,22500,1,addition-type,living-area-addition|second-story-addition,any,addition-type,living-area-addition,any
Home Addition,home-addition,5,Kitchen,single,3,New Full Kitchen,Add a complete new kitchen,25000,39000,1,addition-type,living-area-addition|second-story-addition,any,addition-type,second-story-addition,any
Home Addition,home-addition,6,Optional Add Ons,multiple,1,Extra Windows,Add more natural light,1200,4000,1,,,,addition-type,bedroom-or-office-addition|living-area-addition|primary-suite-addition|second-story-addition,any
Home Addition,home-addition,6,Optional Add Ons,multiple,2,Exterior Door,Add exterior access,1200,3800,1,,,,addition-type,bedroom-or-office-addition|living-area-addition|primary-suite-addition,any
Home Addition,home-addition,6,Optional Add Ons,multiple,3,Covered Entry,Add a small covered entrance,2500,8000,1,,,,addition-type,bedroom-or-office-addition|living-area-addition,any
Home Addition,home-addition,6,Optional Add Ons,multiple,4,New Deck or Patio,Add connected outdoor space,3000,10000,1,,,,addition-type,living-area-addition|primary-suite-addition,any
Home Addition,home-addition,6,Optional Add Ons,multiple,5,Built-in Storage,Add closets or built-in cabinets,1500,6000,1,,,,addition-type,bedroom-or-office-addition|primary-suite-addition|second-story-addition,any
Home Addition,home-addition,6,Optional Add Ons,multiple,6,Skylights,Add overhead natural light,1800,5000,1,,,,addition-type,second-story-addition,any
HVAC,hvac,1,HVAC Project,single,1,AC Installation,Central air,4000,8000,1,,,,,,
HVAC,hvac,1,HVAC Project,single,2,Mini-Split Installation,Ductless system,3500,7500,1,,,,,,
HVAC,hvac,1,HVAC Project,single,3,Furnace Replacement,Replace furnace,3500,7500,1,,,,,,
HVAC,hvac,1,HVAC Project,single,4,Heat Pump Installation,Heating cooling,6000,12000,1,,,,,,
HVAC,hvac,2,Home Size,single,1,Small Home,Under 1200 sf,0,500,1,,,,,,
HVAC,hvac,2,Home Size,single,2,Medium Home,1200-2200 sf,700,1550,1,,,,,,
HVAC,hvac,2,Home Size,single,3,Large Home,2200+ sf,1800,3900,1,,,,,,
HVAC,hvac,3,System Level,single,1,Basic System,Standard unit,0,500,1,,,,,,
HVAC,hvac,3,System Level,single,2,Better System,Higher efficiency,700,1550,1,,,,,,
HVAC,hvac,3,System Level,single,3,Premium System,Best efficiency,2000,3600,1,,,,,,
HVAC,hvac,4,Optional Add Ons,multiple,1,Smart Thermostat,App-based temperature control,200,500,1,,,,hvac-project,ac-installation|furnace-replacement|heat-pump-installation,any
HVAC,hvac,4,Optional Add Ons,multiple,2,Electrical Circuit,Dedicated power if needed,600,1500,1,,,,hvac-project,ac-installation|mini-split-installation|heat-pump-installation,any
HVAC,hvac,4,Optional Add Ons,multiple,3,Line Set Cover,Protect exterior refrigerant lines,300,750,1,,,,hvac-project,mini-split-installation,any
HVAC,hvac,4,Optional Add Ons,multiple,4,Condensate Pump,Drain support where needed,250,700,1,,,,hvac-project,ac-installation|mini-split-installation|heat-pump-installation,any
HVAC,hvac,4,Optional Add Ons,multiple,5,Extra Indoor Head,Add another comfort zone,1200,2800,1,,,,hvac-project,mini-split-installation,any
HVAC,hvac,4,Optional Add Ons,multiple,6,Duct Repair,Seal or repair existing ducts,700,2800,1,,,,hvac-project,ac-installation|furnace-replacement|heat-pump-installation,any
HVAC,hvac,4,Optional Add Ons,multiple,7,Air Quality Upgrade,Enhanced whole-home filtration,500,1800,1,,,,hvac-project,furnace-replacement,any
Kitchen Remodel,kitchen-remodel,1,Kitchen Size,single,1,Small Kitchen,Compact kitchen,8000,15000,1,,,,,,
Kitchen Remodel,kitchen-remodel,1,Kitchen Size,single,2,Medium Kitchen,Typical kitchen,14000,26000,1,,,,,,
Kitchen Remodel,kitchen-remodel,1,Kitchen Size,single,3,Large Kitchen,Large kitchen,24000,42000,1,,,,,,
Kitchen Remodel,kitchen-remodel,2,Remodel Level,single,1,Cosmetic Refresh,Surface updates,0,4000,1,,,,,,
Kitchen Remodel,kitchen-remodel,2,Remodel Level,single,2,Standard Remodel,New finishes,5000,12000,1,,,,,,
Kitchen Remodel,kitchen-remodel,2,Remodel Level,single,3,Full Remodel,Full update,12000,25500,1,,,,,,
Kitchen Remodel,kitchen-remodel,3,Layout Changes,single,1,Keep Layout,No wall changes,0,750,1,remodel-level,standard-remodel|full-remodel,any,,,
Kitchen Remodel,kitchen-remodel,3,Layout Changes,single,2,Move Non-Structural Wall,Open layout,1500,5000,1,remodel-level,standard-remodel|full-remodel,any,,,
Kitchen Remodel,kitchen-remodel,3,Layout Changes,single,3,Move Structural Wall,Beam needed,7500,20000,1,remodel-level,standard-remodel|full-remodel,any,remodel-level,full-remodel,any
Kitchen Remodel,kitchen-remodel,4,Cabinets,single,1,Keep Existing Cabinets,No cabinet work,0,0,1,,,,,,
Kitchen Remodel,kitchen-remodel,4,Cabinets,single,2,Paint Existing Cabinets,Refresh cabinets,1800,5000,1,,,,,,
Kitchen Remodel,kitchen-remodel,4,Cabinets,single,3,Stock New Cabinets,Budget new,4000,10500,1,,,,remodel-level,standard-remodel|full-remodel,any
Kitchen Remodel,kitchen-remodel,4,Cabinets,single,4,Custom New Cabinets,Custom cabinetry,10000,22500,1,,,,remodel-level,full-remodel,any
Kitchen Remodel,kitchen-remodel,5,Countertops,single,1,Keep Existing Countertops,No countertop work,0,0,1,,,,,,
Kitchen Remodel,kitchen-remodel,5,Countertops,single,2,Laminate Tops,Budget tops,1000,2600,1,,,,,,
Kitchen Remodel,kitchen-remodel,5,Countertops,single,3,Quartz Tops,Popular tops,3000,6750,1,,,,,,
Kitchen Remodel,kitchen-remodel,5,Countertops,single,4,Stone Tops,Granite and Marble,5000,9250,1,,,,,,
Kitchen Remodel,kitchen-remodel,6,Optional Add Ons,multiple,1,Island,Add island,3000,7000,1,,,,remodel-level,standard-remodel|full-remodel,any
Kitchen Remodel,kitchen-remodel,6,Optional Add Ons,multiple,2,Electrical Updates,Lights outlets,1200,3000,1,,,,remodel-level,standard-remodel|full-remodel,any
Kitchen Remodel,kitchen-remodel,6,Optional Add Ons,multiple,3,Plumbing Updates,Fixtures updates,1200,3000,1,,,,remodel-level,standard-remodel|full-remodel,any
Kitchen Remodel,kitchen-remodel,6,Optional Add Ons,multiple,4,Tile Backsplash,Wall tile,900,2200,1,,,,,,
Kitchen Remodel,kitchen-remodel,6,Optional Add Ons,multiple,5,New Sink and Faucet,Replace at same location,700,2500,1,,,,,,
Other Trades,other-trades,1,Work Category,single,1,General Carpentry,Trim framing or wood repairs,300,1200,1,,,,,,
Other Trades,other-trades,1,Work Category,single,2,Exterior Home Repair,Small exterior repair project,500,1800,1,,,,,,
Other Trades,other-trades,1,Work Category,single,3,Installation or Assembly,Install or assemble household items,250,900,1,,,,,,
Other Trades,other-trades,1,Work Category,single,4,Specialty Project or Not Listed,Another home improvement project,400,1500,1,,,,,,
Other Trades,other-trades,2,Project Scope,single,1,Small Task,One limited task,0,300,1,,,,,,
Other Trades,other-trades,2,Project Scope,single,2,Standard Project,Several hours or multiple tasks,800,2500,1,,,,,,
Other Trades,other-trades,2,Project Scope,single,3,Larger Project,Multi-day or complex work,3000,8000,1,,,,,,
Other Trades,other-trades,3,Optional Add Ons,multiple,1,Contractor-Supplied Materials,Common project materials,200,1500,1,,,,,,
Other Trades,other-trades,3,Optional Add Ons,multiple,2,Haul-Away and Disposal,Remove project debris,150,900,1,,,,,,
Other Trades,other-trades,3,Optional Add Ons,multiple,3,Multiple Trade Coordination,Coordinate more than one trade,800,3500,1,,,,,,
Other Trades,other-trades,3,Optional Add Ons,multiple,4,Difficult Access or Site Protection,Protect surfaces or reach tight areas,300,1500,1,,,,,,
Painting,painting,1,Painting Project,single,1,Single Room,One room,400,850,1,,,,,,
Painting,painting,1,Painting Project,single,2,Interior Painting,Inside home,1800,4500,1,,,,,,
Painting,painting,1,Painting Project,single,3,Exterior Painting,Outside home,3000,7750,1,,,,,,
Painting,painting,2,Home Size,single,1,Small Home,Less area,0,700,1,painting-project,interior-painting|exterior-painting,any,,,
Painting,painting,2,Home Size,single,2,Standard Home,Typical area,700,2000,1,painting-project,interior-painting|exterior-painting,any,,,
Painting,painting,2,Home Size,single,3,Large Home,More area,1800,5000,1,painting-project,interior-painting|exterior-painting,any,,,
Painting,painting,3,Prep Level,single,1,Basic Prep,Light prep,0,500,1,,,,,,
Painting,painting,3,Prep Level,single,2,Standard Prep,Scrape patch,500,1800,1,,,,,,
Painting,painting,3,Prep Level,single,3,Heavy Prep,More repairs,1800,5000,1,,,,,,
Painting,painting,4,Optional Add Ons,multiple,1,Paint Room Ceiling,Ceiling in this room,250,650,1,,,,painting-project,single-room,any
Painting,painting,4,Optional Add Ons,multiple,2,Paint Room Trim,Baseboards and trim,350,1100,1,,,,painting-project,single-room,any
Painting,painting,4,Optional Add Ons,multiple,3,Accent Wall,One feature wall,150,450,1,,,,painting-project,single-room,any
Painting,painting,4,Optional Add Ons,multiple,4,Paint Door and Frame,One door set,175,450,1,,,,painting-project,single-room,any
Painting,painting,4,Optional Add Ons,multiple,5,Paint Interior Ceilings,Ceilings throughout,1000,3500,1,,,,painting-project,interior-painting,any
Painting,painting,4,Optional Add Ons,multiple,6,Paint Interior Trim,Baseboards and trim,1200,4500,1,,,,painting-project,interior-painting,any
Painting,painting,4,Optional Add Ons,multiple,7,Paint Interior Doors,Doors and frames,500,2200,1,,,,painting-project,interior-painting,any
Painting,painting,4,Optional Add Ons,multiple,8,Paint Kitchen Cabinets,Refresh cabinets,3000,8500,1,,,,painting-project,interior-painting,any
Painting,painting,4,Optional Add Ons,multiple,9,Paint Exterior Trim,Trim fascia and soffits,800,3500,1,,,,painting-project,exterior-painting,any
Painting,painting,4,Optional Add Ons,multiple,10,Paint Exterior Door,One exterior door,200,650,1,,,,painting-project,exterior-painting,any
Painting,painting,4,Optional Add Ons,multiple,11,Paint Garage Door,One garage door,300,900,1,,,,painting-project,exterior-painting,any
Painting,painting,4,Optional Add Ons,multiple,12,Stain Deck,Clean and stain deck,600,2200,1,,,,painting-project,exterior-painting,any
Plumbing,plumbing,1,Plumbing Project,single,1,Small Repair,Fix leak,180,750,1,,,,,,
Plumbing,plumbing,1,Plumbing Project,single,2,Fixture Installation,Install or replace fixtures,350,900,1,,,,,,
Plumbing,plumbing,1,Plumbing Project,single,3,Repipe or Pipe Replacement,Replace supply or drain lines,1500,3500,1,,,,,,
Plumbing,plumbing,1,Plumbing Project,single,4,Water Heater Replacement,Replace or upgrade heater,900,2200,1,,,,,,
Plumbing,plumbing,2,Scope,single,1,One Leak or Clog,Single plumbing issue,0,300,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,2,Scope,single,2,Several Small Repairs,Multiple minor issues,300,1200,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,2,Scope,single,3,Diagnostic and Repair,Find and repair the problem,250,1000,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,2,Scope,single,4,Replace One Fixture,One sink toilet or faucet,0,500,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,2,Scope,single,5,Install Several Fixtures,Multiple fixture updates,700,2500,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,2,Scope,single,6,Move or Add Plumbing,New supply and drain location,1800,5000,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,2,Scope,single,7,Localized Pipe Replacement,Replace one damaged section,0,1800,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,2,Scope,single,8,Partial Home Repipe,Replace several pipe runs,3500,9000,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,2,Scope,single,9,Whole-Home Repipe,Replace main supply piping,8000,18000,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,2,Scope,single,10,Standard Tank Replacement,Similar-size tank heater,0,800,1,,,,plumbing-project,water-heater-replacement,any
Plumbing,plumbing,2,Scope,single,11,High-Efficiency Tank,Upgraded tank model,800,2000,1,,,,plumbing-project,water-heater-replacement,any
Plumbing,plumbing,2,Scope,single,12,Tankless Conversion,Convert to tankless,2500,5500,1,,,,plumbing-project,water-heater-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,1,Drain Camera Inspection,Inspect the drain line,250,500,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,3,Optional Add Ons,multiple,2,Shutoff Valve Replacement,Replace worn shutoff valve,200,600,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,3,Optional Add Ons,multiple,3,Drain Cleaning,Clear a blocked drain,150,450,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,3,Optional Add Ons,multiple,4,Water Pressure Check,Test and adjust pressure,150,350,1,,,,plumbing-project,small-repair,any
Plumbing,plumbing,3,Optional Add Ons,multiple,5,New Fixture Shutoff Valves,Update fixture valves,200,600,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,3,Optional Add Ons,multiple,6,Supply and Drain Updates,Update fixture connections,300,1200,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,3,Optional Add Ons,multiple,7,Garbage Disposal Installation,Add or replace disposal,350,900,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,3,Optional Add Ons,multiple,8,Premium Fixture Allowance,Upgrade fixture selection,500,2500,1,,,,plumbing-project,fixture-installation,any
Plumbing,plumbing,3,Optional Add Ons,multiple,9,Main Water Shutoff Upgrade,Replace the main shutoff,500,1500,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,10,Pressure Regulator,Control home water pressure,500,1200,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,11,Drain Pipe Replacement,Add drain replacement work,2500,8000,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,12,Wall Repair Allowance,Patch plumbing access areas,1000,4000,1,,,,plumbing-project,repipe-or-pipe-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,13,Expansion Tank,Add thermal expansion control,300,700,1,,,,plumbing-project,water-heater-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,14,Drain Pan and Drain Line,Add leak protection,250,800,1,,,,plumbing-project,water-heater-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,15,Hot Water Recirculation Pump,Faster hot water delivery,900,2500,1,,,,plumbing-project,water-heater-replacement,any
Plumbing,plumbing,3,Optional Add Ons,multiple,16,Utility Connection Update,Update gas or electrical supply,500,2000,1,,,,plumbing-project,water-heater-replacement,any
Roofing,roofing,1,Roofing Project,single,1,Roof Repair,Fix area,400,1400,1,,,,,,
Roofing,roofing,1,Roofing Project,single,2,Partial Roof,Section roof,2500,5750,1,,,,,,
Roofing,roofing,1,Roofing Project,single,3,Full Roof,Replace roof,7000,12750,1,,,,,,
Roofing,roofing,2,Roof Size,single,1,Small Roof,Small home,0,2500,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,2,Roof Size,single,2,Standard Roof,Typical home,2500,6000,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,2,Roof Size,single,3,Large Roof,Large home,5000,10000,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,3,Roof Material,single,1,Asphalt Shingles,Common roof,0,1500,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,3,Roof Material,single,2,Architectural Shingles,Better roof,1500,4000,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,3,Roof Material,single,3,Metal Roofing,Metal roof,7000,16250,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,4,Optional Add Ons,multiple,1,Tear Off,Remove old,1000,4000,1,roofing-project,partial-roof|full-roof,any,roofing-project,partial-roof|full-roof,any
Roofing,roofing,4,Optional Add Ons,multiple,2,Sheathing Repair,Deck repair,800,4600,1,roofing-project,partial-roof|full-roof,any,,,
Roofing,roofing,4,Optional Add Ons,multiple,3,Gutter Replacement,New gutters,700,2700,1,roofing-project,partial-roof|full-roof,any,roofing-project,full-roof,any
Roofing,roofing,4,Optional Add Ons,multiple,4,Ventilation Upgrade,Roof vents,500,1950,1,roofing-project,partial-roof|full-roof,any,roofing-project,partial-roof|full-roof,any
Siding,siding,1,Siding Project,single,1,Siding Repair,Fix area,600,2000,1,,,,,,
Siding,siding,1,Siding Project,single,2,Partial Siding,One side,3000,7500,1,,,,,,
Siding,siding,1,Siding Project,single,3,Full Siding,Whole home,8000,14750,1,,,,,,
Siding,siding,2,Home Size,single,1,Small Home,Less siding,0,4000,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,2,Home Size,single,2,Standard Home,Typical home,4000,9250,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,2,Home Size,single,3,Large Home,More siding,8000,18000,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,3,Siding Material,single,1,Vinyl Siding,Budget siding,0,2500,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,3,Siding Material,single,2,Fiber Cement,Durable siding,2500,8000,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,3,Siding Material,single,3,Cedar Siding,Wood siding,5000,14000,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,4,Optional Add Ons,multiple,1,Remove Old Siding,Demo siding,1200,4800,1,siding-project,partial-siding|full-siding,any,siding-project,partial-siding|full-siding,any
Siding,siding,4,Optional Add Ons,multiple,2,Trim Package,Exterior trim,800,3300,1,siding-project,partial-siding|full-siding,any,siding-project,partial-siding|full-siding,any
Siding,siding,4,Optional Add Ons,multiple,3,Sheathing Repair,Wall repair,1000,4600,1,siding-project,partial-siding|full-siding,any,,,
Siding,siding,4,Optional Add Ons,multiple,4,Paint Siding,Exterior paint,2000,6500,1,siding-project,partial-siding|full-siding,any,siding-project,partial-siding|full-siding,any
Waterproofing,waterproofing,1,Waterproofing Area,single,1,Small Area,One area,900,2700,1,,,,,,
Waterproofing,waterproofing,1,Waterproofing Area,single,2,Standard Basement,Typical basement,2500,5000,1,,,,,,
Waterproofing,waterproofing,1,Waterproofing Area,single,3,Large Basement,More area,4500,7750,1,,,,,,
Waterproofing,waterproofing,2,Waterproofing Type,single,1,Interior Waterproofing,Interior moisture-control system,0,0,1,,,,,,
Waterproofing,waterproofing,2,Waterproofing Type,single,2,Exterior Waterproofing,Excavate and waterproof outside,2500,7500,1,,,,,,
Waterproofing,waterproofing,2,Waterproofing Type,single,3,Foundation Drainage,Improve foundation water drainage,2000,6500,1,,,,,,
Waterproofing,waterproofing,3,Optional Add Ons,multiple,1,Crack Repair,Seal foundation cracks,300,950,1,,,,waterproofing-type,interior-waterproofing|exterior-waterproofing|foundation-drainage,any
Waterproofing,waterproofing,3,Optional Add Ons,multiple,2,Interior Vapor Barrier,Add interior moisture protection,500,1400,1,,,,waterproofing-type,interior-waterproofing,any
Waterproofing,waterproofing,3,Optional Add Ons,multiple,3,Basement Dehumidifier,Control interior humidity,500,1500,1,,,,waterproofing-type,interior-waterproofing,any
Waterproofing,waterproofing,3,Optional Add Ons,multiple,4,Sump Pump or Backup Pump,Add or upgrade water removal,900,3000,1,,,,waterproofing-type,interior-waterproofing|foundation-drainage,any
Waterproofing,waterproofing,3,Optional Add Ons,multiple,5,Downspout Extensions,Move roof water away from home,300,1200,1,,,,waterproofing-type,exterior-waterproofing|foundation-drainage,any
Waterproofing,waterproofing,3,Optional Add Ons,multiple,6,Yard Grading Improvement,Improve slope away from foundation,1000,5000,1,,,,waterproofing-type,exterior-waterproofing|foundation-drainage,any
Windows,windows,1,Window Project,single,1,One Window,Replace one window,400,1050,1,,,,,,
Windows,windows,1,Window Project,single,2,Several Windows,Replace two to five windows,1800,5500,1,,,,,,
Windows,windows,1,Window Project,single,3,Whole-Home Windows,Replace six or more windows,6500,12500,1,,,,,,
Windows,windows,2,Window Type,single,1,Vinyl Windows,Budget windows,0,1000,1,,,,,,
Windows,windows,2,Window Type,single,2,Fiberglass Windows,Better windows,1500,4200,1,,,,,,
Windows,windows,2,Window Type,single,3,Wood Windows,Premium wood,4000,10500,1,,,,,,
Windows,windows,3,Install Type,single,1,Insert Replacement,Keep the existing frame,0,600,1,,,,,,
Windows,windows,3,Install Type,single,2,Full-Frame Replacement,Replace window and frame,1000,3500,1,,,,,,
Windows,windows,3,Install Type,single,3,New or Resized Opening,Change the wall opening,2500,7000,1,,,,,,
Windows,windows,4,Optional Add Ons,multiple,1,Interior Trim Repair,Repair interior casing,300,1200,1,,,,,,
Windows,windows,4,Optional Add Ons,multiple,2,Exterior Flashing Repair,Improve water protection,300,950,1,,,,,,
Windows,windows,4,Optional Add Ons,multiple,3,Rot or Water Damage Repair,Repair damaged framing,500,2500,1,,,,,,
Windows,windows,4,Optional Add Ons,multiple,4,Energy-Efficient Glass Upgrade,Improved insulated glass,500,2000,1,,,,,,
